140.0,5.0,9.0,6.0,2.0,4.0,5.0,7.0,2.0,5.0,7.0,4.0,5.0,5.0,4.0,4.0,7.0,4.0,6.0,4.0,9.0
140.1010101010101,2.0,8.0,7.0,4.0,4.0,3.0,8.0,9.0,9.0,9.0,5.0,6.0,4.0,5.0,7.0,1.0,6.0,9.0,7.0,6.0
140.2020202020202,6.0,3.0,7.0,8.0,4.0,5.0,4.0,3.0,6.0,8.0,6.0,8.0,2.0,6.0,5.0,4.0,13.0,6.0,3.0,7.0
140.3030303030303,10.0,8.0,8.0,6.0,2.0,5.0,4.0,8.0,5.0,4.0,9.0,6.0,9.0,2.0,6.0,6.0,2.0,3.0,3.0,5.0
140.40404040404042,7.0,5.0,3.0,1.0,11.0,8.0,6.0,5.0,3.0,6.0,3.0,6.0,5.0,3.0,2.0,4.0,7.0,5.0,3.0,4.0
140.5050505050505,6.0,6.0,7.0,8.0,7.0,5.0,6.0,4.0,5.0,3.0,7.0,5.0,2.0,4.0,8.0,10.0,6.0,2.0,7.0,6.0
140.6060606060606,7.0,3.0,9.0,2.0,1.0,12.0,6.0,7.0,5.0,8.0,2.0,6.0,5.0,4.0,2.0,2.0,4.0,5.0,5.0,2.0
140.7070707070707,5.0,4.0,8.0,3.0,8.0,6.0,9.0,5.0,8.0,4.0,8.0,7.0,8.0,12.0,2.0,6.0,6.0,9.0,8.0,10.0
140.8080808080808,5.0,9.0,3.0,3.0,9.0,5.0,6.0,7.0,2.0,3.0,5.0,3.0,3.0,7.0,4.0,6.0,4.0,6.0,6.0,6.0
140.9090909090909,3.0,5.0,7.0,4.0,7.0,6.0,5.0,5.0,10.0,8.0,6.0,4.0,6.0,7.0,8.0,7.0,8.0,3.0,4.0,7.0
141.010101010101,5.0,2.0,4.0,10.0,5.0,2.0,5.0,2.0,6.0,8.0,6.0,1.0,9.0,4.0,7.0,2.0,6.0,3.0,2.0,4.0
141.11111111111111,5.0,6.0,6.0,4.0,6.0,3.0,2.0,3.0,7.0,3.0,5.0,3.0,5.0,6.0,1.0,6.0,6.0,7.0,5.0,4.0
141.21212121212122,6.0,3.0,4.0,3.0,9.0,5.0,7.0,3.0,4.0,11.0,7.0,5.0,5.0,5.0,6.0,0.0,1.0,3.0,3.0,10.0
141.31313131313132,1.0,10.0,8.0,5.0,7.0,9.0,5.0,1.0,6.0,2.0,1.0,3.0,4.0,4.0,3.0,2.0,4.0,5.0,6.0,5.0
141.41414141414143,4.0,2.0,8.0,10.0,6.0,7.0,6.0,4.0,2.0,3.0,9.0,8.0,4.0,3.0,5.0,1.0,7.0,4.0,4.0,7.0
141.5151515151515,4.0,7.0,3.0,5.0,4.0,5.0,7.0,6.0,2.0,9.0,4.0,5.0,4.0,6.0,7.0,2.0,5.0,3.0,4.0,3.0
141.6161616161616,4.0,2.0,4.0,5.0,7.0,10.0,7.0,8.0,3.0,10.0,5.0,2.0,3.0,4.0,11.0,6.0,7.0,7.0,5.0,5.0
141.7171717171717,8.0,4.0,6.0,9.0,4.0,4.0,3.0,0.0,5.0,8.0,6.0,3.0,3.0,3.0,5.0,2.0,2.0,6.0,3.0,4.0
141.8181818181818,3.0,5.0,7.0,1.0,3.0,6.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,6.0,4.0,5.0,6.0,4.0,5.0,4.0
141.91919191919192,5.0,8.0,4.0,2.0,5.0,5.0,4.0,3.0,3.0,2.0,6.0,7.0,7.0,4.0,2.0,4.0,3.0,4.0,2.0,5.0
142.02020202020202,3.0,2.0,9.0,4.0,4.0,10.0,1.0,6.0,3.0,4.0,3.0,1.0,7.0,9.0,7.0,5.0,5.0,6.0,1.0,4.0
142.12121212121212,10.0,3.0,5.0,7.0,5.0,9.0,3.0,2.0,6.0,2.0,4.0,7.0,6.0,6.0,2.0,6.0,3.0,5.0,6.0,4.0
142.22222222222223,5.0,5.0,8.0,4.0,3.0,3.0,6.0,4.0,6.0,7.0,5.0,3.0,7.0,4.0,8.0,3.0,4.0,6.0,8.0,7.0
142.32323232323233,5.0,4.0,6.0,3.0,3.0,11.0,5.0,4.0,4.0,10.0,3.0,1.0,5.0,4.0,4.0,7.0,7.0,5.0,3.0,5.0
142.42424242424244,3.0,3.0,2.0,7.0,3.0,7.0,6.0,2.0,4.0,3.0,3.0,5.0,7.0,4.0,5.0,5.0,5.0,8.0,4.0,11.0
142.5252525252525,3.0,8.0,9.0,6.0,7.0,5.0,6.0,4.0,6.0,3.0,2.0,4.0,4.0,11.0,7.0,4.0,7.0,3.0,6.0,4.0
142.62626262626262,5.0,6.0,4.0,6.0,3.0,5.0,2.0,6.0,8.0,5.0,7.0,7.0,7.0,8.0,1.0,4.0,4.0,3.0,5.0,3.0
142.72727272727272,5.0,3.0,5.0,6.0,8.0,4.0,3.0,4.0,11.0,6.0,6.0,1.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0
142.82828282828282,7.0,7.0,7.0,5.0,2.0,7.0,5.0,0.0,3.0,6.0,2.0,4.0,4.0,5.0,8.0,6.0,1.0,2.0,3.0,10.0
142.92929292929293,8.0,3.0,7.0,5.0,5.0,9.0,3.0,6.0,9.0,0.0,8.0,2.0,3.0,3.0,7.0,4.0,4.0,10.0,6.0,5.0
143.03030303030303,5.0,4.0,4.0,2.0,3.0,10.0,2.0,6.0,3.0,8.0,6.0,7.0,10.0,5.0,7.0,10.0,10.0,4.0,4.0,6.0
143.13131313131314,6.0,8.0,2.0,4.0,2.0,5.0,3.0,9.0,7.0,3.0,5.0,4.0,5.0,4.0,2.0,4.0,7.0,3.0,4.0,4.0
143.23232323232324,5.0,11.0,3.0,5.0,1.0,3.0,2.0,2.0,6.0,4.0,5.0,4.0,9.0,4.0,8.0,2.0,5.0,8.0,4.0,2.0
143.33333333333334,3.0,2.0,6.0,5.0,10.0,2.0,3.0,5.0,4.0,3.0,6.0,7.0,8.0,9.0,3.0,6.0,5.0,3.0,3.0,6.0
143.43434343434345,6.0,0.0,0.0,3.0,3.0,4.0,5.0,6.0,4.0,6.0,3.0,7.0,4.0,6.0,5.0,9.0,4.0,4.0,5.0,5.0
143.53535353535352,5.0,5.0,6.0,2.0,2.0,3.0,1.0,3.0,3.0,6.0,4.0,5.0,4.0,6.0,4.0,3.0,9.0,5.0,2.0,10.0
143.63636363636363,4.0,8.0,5.0,7.0,4.0,4.0,2.0,8.0,7.0,5.0,6.0,6.0,4.0,3.0,4.0,3.0,3.0,1.0,6.0,7.0
143.73737373737373,5.0,5.0,5.0,6.0,6.0,5.0,4.0,4.0,6.0,4.0,7.0,5.0,5.0,6.0,4.0,3.0,7.0,5.0,4.0,4.0
143.83838383838383,3.0,8.0,2.0,6.0,2.0,5.0,7.0,6.0,6.0,2.0,5.0,4.0,2.0,1.0,1.0,0.0,7.0,6.0,0.0,8.0
143.93939393939394,2.0,6.0,2.0,6.0,6.0,4.0,8.0,4.0,1.0,4.0,5.0,9.0,5.0,3.0,11.0,5.0,4.0,3.0,4.0,4.0
144.04040404040404,0.0,3.0,5.0,6.0,5.0,8.0,4.0,9.0,5.0,3.0,6.0,4.0,3.0,10.0,5.0,2.0,6.0,7.0,6.0,5.0
144.14141414141415,4.0,6.0,4.0,6.0,4.0,9.0,4.0,4.0,6.0,3.0,2.0,5.0,1.0,6.0,8.0,8.0,3.0,2.0,4.0,6.0
144.24242424242425,7.0,7.0,2.0,5.0,6.0,1.0,5.0,5.0,9.0,5.0,2.0,2.0,4.0,7.0,6.0,2.0,3.0,3.0,8.0,6.0
144.34343434343435,3.0,1.0,9.0,6.0,10.0,4.0,3.0,3.0,4.0,3.0,7.0,7.0,2.0,5.0,8.0,7.0,2.0,2.0,3.0,4.0
144.44444444444446,2.0,5.0,4.0,3.0,5.0,2.0,3.0,5.0,4.0,3.0,5.0,3.0,6.0,7.0,3.0,7.0,4.0,3.0,5.0,5.0
144.54545454545453,1.0,4.0,6.0,5.0,4.0,3.0,3.0,5.0,8.0,3.0,4.0,2.0,7.0,8.0,9.0,2.0,5.0,4.0,4.0,4.0
144.64646464646464,5.0,4.0,6.0,6.0,4.0,8.0,5.0,3.0,5.0,4.0,6.0,3.0,2.0,6.0,3.0,5.0,5.0,4.0,4.0,4.0
144.74747474747474,3.0,6.0,6.0,2.0,5.0,6.0,6.0,5.0,6.0,1.0,5.0,6.0,4.0,6.0,5.0,3.0,3.0,9.0,11.0,7.0
144.84848484848484,6.0,7.0,5.0,4.0,4.0,3.0,4.0,3.0,9.0,6.0,4.0,2.0,3.0,4.0,4.0,3.0,6.0,6.0,6.0,7.0
144.94949494949495,2.0,5.0,2.0,2.0,8.0,4.0,6.0,2.0,4.0,3.0,7.0,2.0,3.0,0.0,5.0,6.0,7.0,4.0,8.0,4.0
145.05050505050505,3.0,5.0,0.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,6.0,6.0,3.0,4.0,3.0,2.0,6.0,3.0,5.0,3.0
145.15151515151516,5.0,5.0,5.0,3.0,6.0,3.0,3.0,5.0,5.0,4.0,6.0,8.0,2.0,5.0,5.0,4.0,6.0,7.0,3.0,5.0
145.25252525252526,4.0,11.0,9.0,3.0,8.0,0.0,3.0,7.0,4.0,4.0,7.0,2.0,6.0,5.0,8.0,3.0,2.0,8.0,4.0,5.0
145.35353535353536,4.0,2.0,5.0,8.0,4.0,3.0,4.0,3.0,1.0,7.0,0.0,7.0,5.0,5.0,6.0,10.0,6.0,4.0,7.0,5.0
145.45454545454547,5.0,8.0,7.0,5.0,7.0,4.0,1.0,3.0,1.0,4.0,4.0,4.0,2.0,8.0,2.0,7.0,6.0,1.0,7.0,3.0
