-81.9109563827515,0,0,0
-81.8109562397003,0,0,0
-81.7109563350677,0,0,0
-81.6109561920166,0,0,0
-81.510956287384,0,0,0
-81.4109563827515,0,0,0
-81.3109562397003,0,0,0
-81.2109563350677,0,0,0
-81.1109561920166,0,0,0
-81.010956287384,0,0,0
-80.9109563827515,0,0,0
-80.8109562397003,0,0,0
-80.7109563350677,0,0,0
-80.6109561920166,0,0,0
-80.510956287384,0,0,0
-80.4109563827515,0,0,0
-80.3109562397003,0,0,0
-80.2109563350677,0,0,0
-80.1109561920166,0,0,0
-80.010956287384,0,0,0
-79.9109563827515,0,0,0
-79.8109562397003,0,0,0
-79.7109563350677,0,0,0
-79.6109561920166,0,0,0
-79.510956287384,0,0,0
-79.4109563827515,0,0,0
-79.3109562397003,0,0,0
-79.2109563350677,0,0,0
-79.1109561920166,0,0,0
-79.010956287384,0,0,0
-78.9109563827515,0,0,0
-78.8109562397003,0,0,0
-78.7109563350677,0,0,0
-78.6109561920166,0,0,0
-78.510956287384,0,0,0
-78.4109563827515,0,0,0
-78.3109562397003,0,0,0
-78.2109563350677,0,0,0
-78.1109561920166,0,0,0
-78.010956287384,0,0,0
-77.9109563827515,0,0,0
-77.8109562397003,0,0,0
-77.7109563350677,0,0,0
-77.6109561920166,0,0,0
-77.510956287384,0,0,0
-77.4109563827515,0,0,0
-77.3109562397003,0,0,0
-77.2109563350677,0,0,0
-77.1109561920166,0,0,0
-77.010956287384,0,0,0
-76.9109563827515,0,0,0
-76.8109562397003,0,0,0
-76.7109563350677,0,0,0
-76.6109561920166,0,0,0
-76.510956287384,0,0,0
-76.4109563827515,0,0,0
-76.3109562397003,0,0,0
-76.2109563350677,0,0,0
-76.1109561920166,0,0,0
-76.010956287384,0,0,0
-75.9109563827515,0,0,0
-75.8109562397003,0,0,0
-75.7109563350677,0,0,0
-75.6109561920166,0,0,0
-75.510956287384,0,0,0
-75.4109563827515,0,0,0
-75.3109562397003,0,0,0
-75.2109563350677,0,0,0
-75.1109561920166,0,0,0
-75.010956287384,0,0,0
-74.9109563827515,0,0,0
-74.8109562397003,0,0,0
-74.7109563350677,0,0,0
-74.6109561920166,0,0,0
-74.510956287384,0,0,0
-74.4109563827515,0,0,0
-74.3109562397003,0,0,0
-74.2109563350677,0,0,0
-74.1109561920166,0,0,0
-74.010956287384,0,0,0
-73.9109563827515,0,0,0
-73.8109562397003,0,0,0
-73.7109563350677,0,0,0
-73.6109561920166,0,0,0
-73.510956287384,0,0,0
-73.4109563827515,0,0,0
-73.3109562397003,0,0,0
-73.2109563350677,0,0,0
-73.1109561920166,0,0,0
-73.010956287384,0,0,0
-72.9109563827515,0,0,0
-72.8109562397003,0,0,0
-72.7109563350677,0,0,0
-72.6109561920166,0,0,0
-72.510956287384,0,0,0
-72.4109563827515,0,0,0
-72.3109562397003,0,0,0
-72.2109563350677,0,0,0
-72.1109561920166,0,0,0
-72.010956287384,0,0,0
-71.9109563827515,0,0,0
-71.8109562397003,0,0,0
-71.7109563350677,0,0,0
-71.6109561920166,0,0,0
-71.510956287384,0,0,0
-71.4109563827515,0,0,0
-71.3109562397003,0,0,0
-71.2109563350677,0,0,0
-71.1109561920166,0,0,0
-71.010956287384,0,0,0
-70.9109563827515,0,0,0
-70.8109562397003,0,0,0
-70.7109563350677,0,0,0
-70.6109561920166,0,0,0
-70.510956287384,0,0,0
-70.4109563827515,0,0,0
-70.3109562397003,0,0,0
-70.2109563350677,0,0,0
-70.1109561920166,0,0,0
-70.010956287384,0,0,0
-69.9109563827515,0,0,0
-69.8109562397003,0,0,0
-69.7109563350677,0,0,0
-69.6109561920166,0,0,0
-69.510956287384,0,0,0
-69.4109563827515,0,0,0
-69.3109562397003,0,0,0
-69.2109563350677,0,0,0
-69.1109561920166,0,0,0
-69.010956287384,0,0,0
-68.9109563827515,0,0,0
-68.8109562397003,0,0,0
-68.7109563350677,0,0,0
-68.6109561920166,0,0,0
-68.510956287384,0,0,0
