140.0,19.0,15.0,16.0
140.1010101010101,13.0,16.0,8.0
140.2020202020202,11.0,23.0,11.0
140.3030303030303,8.0,13.0,18.0
140.40404040404042,18.0,14.0,13.0
140.5050505050505,10.0,13.0,17.0
140.6060606060606,23.0,15.0,14.0
140.7070707070707,11.0,9.0,15.0
140.8080808080808,10.0,18.0,5.0
140.9090909090909,16.0,14.0,13.0
141.010101010101,10.0,14.0,13.0
141.11111111111111,4.0,17.0,8.0
141.21212121212122,13.0,11.0,7.0
141.31313131313132,10.0,14.0,18.0
141.41414141414143,9.0,8.0,16.0
141.5151515151515,16.0,14.0,19.0
141.6161616161616,13.0,6.0,3.0
141.7171717171717,15.0,15.0,14.0
141.8181818181818,11.0,9.0,15.0
141.91919191919192,15.0,13.0,7.0
142.02020202020202,14.0,17.0,20.0
142.12121212121212,17.0,15.0,15.0
142.22222222222223,18.0,15.0,23.0
142.32323232323233,9.0,30.0,17.0
142.42424242424244,10.0,10.0,19.0
142.5252525252525,11.0,20.0,8.0
142.62626262626262,8.0,15.0,13.0
142.72727272727272,15.0,11.0,11.0
142.82828282828282,20.0,16.0,19.0
142.92929292929293,16.0,12.0,16.0
143.03030303030303,18.0,7.0,8.0
143.13131313131314,15.0,17.0,6.0
143.23232323232324,16.0,15.0,17.0
143.33333333333334,11.0,10.0,17.0
143.43434343434345,20.0,22.0,11.0
143.53535353535352,16.0,11.0,12.0
143.63636363636363,17.0,11.0,20.0
143.73737373737373,14.0,17.0,14.0
143.83838383838383,13.0,4.0,19.0
143.93939393939394,17.0,20.0,11.0
144.04040404040404,20.0,5.0,23.0
144.14141414141415,17.0,16.0,12.0
144.24242424242425,17.0,12.0,6.0
144.34343434343435,10.0,18.0,18.0
144.44444444444446,13.0,12.0,11.0
144.54545454545453,12.0,10.0,20.0
144.64646464646464,6.0,14.0,15.0
144.74747474747474,18.0,10.0,11.0
144.84848484848484,10.0,18.0,18.0
144.94949494949495,12.0,13.0,27.0
145.05050505050505,12.0,13.0,18.0
145.15151515151516,21.0,19.0,12.0
145.25252525252526,4.0,12.0,15.0
145.35353535353536,15.0,9.0,11.0
145.45454545454547,22.0,9.0,11.0
145.55555555555554,14.0,17.0,10.0
145.65656565656565,10.0,9.0,15.0
145.75757575757575,17.0,13.0,17.0
145.85858585858585,21.0,12.0,14.0
145.95959595959596,8.0,11.0,16.0
146.06060606060606,12.0,14.0,17.0
146.16161616161617,14.0,14.0,21.0
146.26262626262627,20.0,12.0,3.0
146.36363636363637,8.0,17.0,7.0
146.46464646464648,11.0,20.0,19.0
146.56565656565655,21.0,26.0,15.0
146.66666666666666,20.0,20.0,15.0
146.76767676767676,11.0,12.0,18.0
146.86868686868686,13.0,23.0,20.0
146.96969696969697,15.0,19.0,16.0
147.07070707070707,14.0,5.0,12.0
147.17171717171718,12.0,13.0,18.0
147.27272727272728,17.0,10.0,12.0
147.37373737373738,8.0,8.0,6.0
147.4747474747475,12.0,16.0,4.0
147.57575757575756,18.0,21.0,16.0
147.67676767676767,14.0,11.0,16.0
147.77777777777777,20.0,14.0,18.0
147.87878787878788,15.0,16.0,19.0
147.97979797979798,15.0,18.0,16.0
148.08080808080808,7.0,21.0,17.0
148.1818181818182,15.0,11.0,14.0
148.2828282828283,13.0,24.0,14.0
148.3838383838384,19.0,13.0,15.0
148.4848484848485,14.0,11.0,18.0
148.58585858585857,19.0,18.0,9.0
148.68686868686868,15.0,16.0,16.0
148.78787878787878,14.0,22.0,10.0
148.88888888888889,28.0,16.0,12.0
148.989898989899,23.0,12.0,15.0
149.0909090909091,8.0,9.0,14.0
149.1919191919192,14.0,12.0,21.0
149.2929292929293,17.0,17.0,21.0
149.3939393939394,18.0,8.0,9.0
149.49494949494948,18.0,13.0,7.0
149.59595959595958,19.0,17.0,19.0
149.6969696969697,23.0,20.0,14.0
149.7979797979798,5.0,13.0,16.0
149.8989898989899,17.0,17.0,21.0
150.0,10.0,11.0,25.0
