1,672.816
2,660.616
3,664.886
4,666.54
5,587.964
6,634.858
7,679.172
8,691.292
9,670.502
10,675.95
11,675.162
12,684.264
13,689.312
14,674.246
15,689.198
16,685.782
17,685.648
18,667.842
19,562.102
20,681.842
21,684.558
22,684.734
23,688.632
24,689.64
25,676.062
26,677.188
27,681.924
28,680.168
29,682.136
30,684.62
31,686.6
32,693.464
33,699.664
34,701.008
35,705.312
36,696.992
37,696.962
38,697.036
39,680.876
40,693.95
41,699.186
42,700.89
43,698.886
44,691.65
45,689.032
46,688.788
47,679.492
48,694.392
49,700.13
50,705.474
51,691.128
52,704.946
53,701.906
54,703.318
55,702.044
56,702.642
57,699.26
58,695.598
59,692.606
60,691.624
61,691.86
62,694.422
63,696.964
64,700.992
65,696.344
66,692.632
67,691.084
68,692.264
69,695.374
70,692.918
71,691.716
72,669.202
73,542.714
74,550.736
75,547.434
76,548.03
77,547.368
78,547.338
79,548.084
80,549.714
81,550.444
82,552.37
83,549.536
84,548.68
85,549.45
86,555.55
87,556.164
88,557.592
89,557.692
90,562.11
91,565.366
92,562.602
93,561.286
94,553.412
95,558.782
96,554.01
97,555.944
98,554.788
99,562.97
100,563.996
101,562.066
102,565.816
103,567.1
104,568.108
105,565.506
106,566.768
107,568.07
108,143.648
