0.51,8.0,5.0,28.0,3.0,19.0,4.0,5.0,18.0,5.0,20.0,27.0,5.0,4.0,18.0,13.0,4.0,12.0,8.0,3.0,1.0,5.0,6.0,5.0,4.0,4.0,4.0,3.0,6.0,3.0,4.0,10.0,7.0,5.0,2.0,0.0,2.0,3.0,2.0,2.0,25.0,13.0,1.0,6.0,8.0,20.0,6.0,2.0,4.0,4.0,10.0
0.51002002002002,8.0,5.0,3.0,17.0,25.0,3.0,3.0,2.0,26.0,12.0,14.0,4.0,15.0,4.0,5.0,24.0,14.0,2.0,5.0,5.0,14.0,6.0,17.0,7.0,7.0,23.0,5.0,8.0,18.0,16.0,0.0,21.0,3.0,4.0,20.0,18.0,13.0,7.0,3.0,18.0,19.0,4.0,5.0,3.0,4.0,2.0,7.0,14.0,18.0,5.0
0.51004004004004,13.0,18.0,14.0,21.0,20.0,4.0,4.0,8.0,5.0,5.0,5.0,9.0,4.0,1.0,5.0,4.0,7.0,3.0,2.0,2.0,6.0,7.0,5.0,5.0,4.0,2.0,3.0,0.0,0.0,4.0,7.0,5.0,15.0,22.0,24.0,6.0,4.0,16.0,10.0,22.0,6.0,10.0,16.0,7.0,6.0,7.0,19.0,5.0,11.0,21.0
0.5100600600600601,13.0,17.0,17.0,16.0,16.0,5.0,17.0,17.0,6.0,22.0,4.0,3.0,16.0,6.0,15.0,4.0,3.0,7.0,11.0,7.0,9.0,17.0,17.0,17.0,5.0,13.0,19.0,22.0,2.0,16.0,22.0,20.0,18.0,13.0,3.0,4.0,5.0,17.0,14.0,3.0,12.0,7.0,10.0,5.0,31.0,18.0,6.0,13.0,18.0,26.0
0.5100800800800801,6.0,4.0,2.0,8.0,3.0,3.0,9.0,3.0,22.0,25.0,4.0,21.0,6.0,5.0,2.0,21.0,7.0,4.0,4.0,6.0,0.0,2.0,8.0,4.0,6.0,5.0,3.0,15.0,20.0,2.0,16.0,21.0,15.0,24.0,7.0,5.0,18.0,17.0,18.0,18.0,22.0,26.0,20.0,18.0,21.0,20.0,14.0,20.0,12.0,20.0
0.5101001001001001,15.0,2.0,18.0,16.0,23.0,16.0,21.0,14.0,18.0,15.0,21.0,20.0,5.0,22.0,14.0,4.0,20.0,7.0,9.0,6.0,24.0,4.0,5.0,2.0,14.0,22.0,10.0,3.0,20.0,14.0,27.0,21.0,25.0,5.0,2.0,3.0,1.0,9.0,3.0,2.0,5.0,4.0,0.0,5.0,4.0,16.0,1.0,20.0,3.0,14.0
0.5101201201201201,17.0,20.0,6.0,5.0,19.0,16.0,20.0,9.0,11.0,9.0,12.0,21.0,24.0,10.0,20.0,10.0,19.0,5.0,13.0,16.0,18.0,6.0,18.0,3.0,0.0,3.0,4.0,7.0,5.0,8.0,16.0,8.0,21.0,16.0,5.0,15.0,20.0,20.0,22.0,6.0,4.0,23.0,19.0,17.0,10.0,16.0,6.0,6.0,2.0,21.0
0.5101401401401402,7.0,13.0,7.0,2.0,4.0,2.0,4.0,9.0,5.0,26.0,3.0,25.0,5.0,22.0,19.0,19.0,10.0,8.0,4.0,5.0,15.0,7.0,5.0,3.0,24.0,10.0,5.0,2.0,6.0,7.0,16.0,19.0,17.0,24.0,7.0,4.0,3.0,18.0,20.0,19.0,11.0,4.0,7.0,17.0,15.0,7.0,14.0,6.0,7.0,21.0
0.5101601601601602,2.0,15.0,3.0,7.0,4.0,17.0,6.0,6.0,7.0,5.0,3.0,6.0,22.0,17.0,5.0,2.0,17.0,21.0,22.0,4.0,16.0,18.0,13.0,15.0,29.0,13.0,16.0,11.0,19.0,17.0,25.0,17.0,21.0,15.0,19.0,4.0,16.0,19.0,7.0,8.0,7.0,4.0,12.0,10.0,4.0,3.0,23.0,7.0,2.0,9.0
0.5101801801801802,8.0,12.0,8.0,8.0,15.0,5.0,2.0,4.0,18.0,8.0,18.0,22.0,17.0,19.0,3.0,4.0,6.0,9.0,7.0,23.0,22.0,6.0,4.0,2.0,0.0,2.0,5.0,22.0,6.0,24.0,15.0,21.0,29.0,7.0,5.0,15.0,17.0,20.0,23.0,18.0,11.0,20.0,17.0,18.0,15.0,25.0,3.0,7.0,15.0,5.0
