Waveform_name,robust gate DO
data_size,16700
Data_Analog,
0.0000000000000000,
0.0000048918186641,
0.0000024568122412,
-0.0000433101137760,
-0.0000194847121092,
0.0001163629623707,
0.0000648131610472,
-0.0002166556133373,
-0.0001505221809575,
0.0003335213488523,
0.0002863009719930,
-0.0004535142136129,
-0.0004788032304984,
0.0005610370343379,
0.0007311260099348,
-0.0006390811897307,
-0.0010424345785577,
0.0006700502530994,
0.0014077505218355,
-0.0006366362485188,
-0.0018179144887149,
0.0005227149566388,
0.0022597286845970,
-0.0003142255623130,
-0.0027162776816590,
-0.0000000000000000,
0.0031674195690712,
0.0004274913694771,
-0.0035904331238902,
-0.0009715086584793,
0.0039608007642484,
0.0016305532696731,
-0.0042531017542235,
-0.0023980434071415,
0.0044419856491771,
0.0032621716385240,
-0.0045031924609719,
-0.0042059557641911,
0.0044145836133754,
0.0052074876636359,
-0.0041571465430223,
-0.0062403779333577,
0.0037159358362326,
0.0072743872299390,
-0.0030809150919619,
-0.0082762285165853,
0.0022476662404055,
0.0092105181064037,
-0.0012179367582652,
-0.0100408477166430,
-0.0000000000000000,
0.0107309448915466,
0.0013911904320766,
-0.0112458852906572,
-0.0029340649013089,
0.0115533176165323,
0.0046007261492508,
-0.0116246604783518,
-0.0063574601850269,
0.0114362303254015,
0.0081654604939265,
-0.0109702607626598,
-0.0099817491157279,
0.0102157760661238,
0.0117602712333130,
-0.0091692854877563,
-0.0134531336148013,
0.0078352698812991,
0.0150119517814072,
-0.0062264381504274,
-0.0163892663193308,
0.0043637378476768,
0.0175399854785426,
-0.0022761117321714,
-0.0184228092300392,
0.0000000000000001,
0.0190015893733825,
0.0024214040117026,
-0.0192465811413963,
-0.0049391288301554,
0.0191355440388101,
0.0074996070567277,
-0.0186546533300211,
-0.0100460341639503,
0.0177991885681410,
0.0125198669619851,
-0.0165739717004110,
-0.0148624195406199,
0.0149935344227913,
0.0170165104267006,
-0.0130820023840917,
-0.0189281119896292,
0.0108726923243316,
0.0205479518904365,
-0.0084074270190276,
-0.0218330166684084,
0.0057355817223960,
0.0227479094133582,
-0.0029128843856403,
-0.0232660168526614,
-0.0000000000000001,
0.0233704460150808,
0.0029390632806903,
-0.0230546967950168,
-0.0058386822866179,
0.0223230440667473,
0.0086334322217968,
-0.0211906112848924,
-0.0112599325967781,
0.0196831265172862,
0.0136586708695576,
-0.0178363613282399,
-0.0157757484596114,
0.0156952625803226,
0.0175644949796450,
-0.0133127967621024,
-0.0189868993842965,
0.0107485355821907,
0.0200148112096525,
-0.0080670200119055,
-0.0206308710652578,
0.0053359474398922,
0.0208291368878992,
-0.0026242328763558,
-0.0206153809756607,
-0.0000000000000002,
0.0200070422559600,
0.0024714388959096,
-0.0190328283330941,
-0.0047295534604113,
0.0177319723170527,
0.0067204560037165,
-0.0161531599470351,
-0.0083985941192078,
0.0143531527740434,
0.0097282208282433,
-0.0123951428439947,
-0.0106845934580639,
0.0103468831245478,
0.0112548596302910,
-0.0082786455641163,
-0.0114385972952824,
0.0062610649108332,
0.0112479854644655,
-0.0043629310384970,
-0.0107075929007918,
0.0026489953588902,
0.0098537832245083,
-0.0011778578263918,
-0.0087337463551347,
